month,value
2022-11-01,3763.84
2022-12-01,4084.82
2023-01-01,4375.07
2023-02-01,4910.42
2023-03-01,6616.52
2023-04-01,7729.98
2023-05-01,7882.86
2023-06-01,8088.56
2023-07-01,7640.92
2023-08-01,4954.24
2023-09-01,4835.71
2023-10-01,4827.91
2023-11-01,5231.77
2023-12-01,5278.23
2024-01-01,4901.44
2024-02-01,4408.96
2024-03-01,4096.34
2024-04-01,4260.85
2024-05-01,4950.68
2024-06-01,5833.65
2024-07-01,5052.30
2024-08-01,5294.25
2024-09-01,6073.47
2024-10-01,6113.27
2024-11-01,5523.60
2024-12-01,5407.15
2025-01-01,6035.85
