month,value
2009-08-01,1141.58
2009-09-01,1162.22
2009-10-01,1252.13
2009-11-01,1365.30
2009-12-01,1394.34
2010-01-01,1398.57
2010-02-01,1362.84
2010-03-01,1218.53
2010-04-01,1293.11
2010-05-01,1290.35
2010-06-01,1288.54
2010-07-01,1212.98
2010-08-01,1199.74
2010-09-01,1218.67
2010-10-01,1245.91
2010-11-01,1268.32
2010-12-01,1295.49
2011-01-01,1329.72
2011-02-01,1288.55
2011-03-01,1277.07
2011-04-01,1229.84
2011-05-01,1347.78
2011-06-01,1201.11
2011-07-01,1174.32
2011-08-01,1145.33
2011-09-01,1140.30
2011-10-01,1114.42
2011-11-01,1166.71
2011-12-01,1154.67
2012-01-01,1203.16
2012-02-01,1203.79
2012-03-01,1225.62
2012-04-01,1298.40
2012-05-01,1390.24
2012-06-01,1232.38
2012-07-01,1243.60
2012-08-01,1413.31
2012-09-01,1482.42
2012-10-01,1529.11
2012-11-01,1545.00
2012-12-01,1533.87
2013-01-01,1565.76
2013-02-01,1570.30
2013-03-01,1550.11
2013-04-01,1423.49
2013-05-01,1598.00
2013-06-01,1603.30
2013-07-01,1529.94
2013-08-01,1511.10
2013-09-01,1559.13
2013-10-01,1575.91
2013-11-01,1649.28
2013-12-01,1629.21
2014-01-01,1615.02
2014-02-01,1632.47
2014-03-01,1582.81
2014-04-01,1574.80
2014-05-01,1659.67
2014-06-01,1563.35
2014-07-01,1488.30
2014-08-01,1504.15
2014-09-01,1520.07
2014-10-01,1541.59
2014-11-01,1609.28
2014-12-01,1706.88
2015-01-01,1628.23
2015-02-01,1609.07
2015-03-01,1711.88
2015-04-01,1622.67
2015-05-01,1669.37
2015-06-01,1620.21
2015-07-01,1623.59
2015-08-01,1589.89
2015-09-01,1605.55
2015-10-01,1702.56
2015-11-01,1697.49
2015-12-01,1730.81
2016-01-01,1754.81
2016-02-01,1720.77
2016-03-01,1652.96
2016-04-01,1675.11
2016-05-01,1725.86
2016-06-01,1829.92
2016-07-01,1777.93
2016-08-01,1789.32
2016-09-01,1816.55
2016-10-01,1838.53
2016-11-01,2068.93
2016-12-01,2030.05
2017-01-01,1981.89
2017-02-01,1907.77
2017-03-01,1831.27
2017-04-01,1791.12
2017-05-01,1805.05
2017-06-01,1703.42
2017-07-01,1739.88
2017-08-01,1681.68
2017-09-01,1716.80
2017-10-01,1703.54
2017-11-01,1740.69
2017-12-01,1755.54
2018-01-01,1734.33
2018-02-01,1720.79
2018-03-01,1751.96
2018-04-01,1828.68
2018-05-01,1946.56
2018-06-01,1919.56
2018-07-01,1986.85
2018-08-01,2117.31
2018-09-01,2059.88
2018-10-01,2054.17
2018-11-01,2055.53
2018-12-01,2028.55
2019-01-01,2066.31
2019-02-01,2114.33
2019-03-01,2066.00
2019-04-01,1984.99
2019-05-01,2046.00
2019-06-01,1997.67
2019-07-01,2114.29
2019-08-01,2128.43
2019-09-01,2146.92
2019-10-01,2187.55
2019-11-01,2218.37
2019-12-01,2257.04
2020-01-01,2231.65
2020-02-01,2141.00
2020-07-01,1782.00
2021-04-01,1820.25
2022-01-01,2184.38
2022-02-01,2224.87
2022-03-01,2243.23
2022-04-01,2193.77
2022-05-01,2318.30
2022-06-01,2278.58
2022-07-01,2344.38
2022-08-01,2413.28
2022-09-01,2425.98
2022-10-01,2557.65
2022-11-01,2647.79
2022-12-01,2800.83
2023-01-01,2891.87
2023-02-01,2664.95
2023-03-01,2504.26
2023-04-01,2314.46
2023-05-01,2376.68
2023-06-01,2433.10
2023-07-01,2425.83
2023-08-01,2429.16
2023-09-01,2499.33
2023-10-01,2633.89
2023-11-01,2735.77
2023-12-01,2656.23
2024-01-01,2535.61
2024-02-01,2531.42
2024-03-01,2599.43
2024-04-01,2424.28
2024-05-01,2416.16
2024-06-01,2573.00
2024-07-01,2635.93
2024-08-01,2670.26
2024-09-01,2757.63
2024-10-01,2898.20
2024-11-01,2969.70
2024-12-01,2972.13
2025-01-01,3268.60
