month,value
2014-03-01,964.78
2014-04-01,1285.41
2014-05-01,1415.58
2014-06-01,1529.78
2014-07-01,1695.28
2014-08-01,1937.71
2014-09-01,2243.00
2014-10-01,2324.46
2014-11-01,2058.70
2014-12-01,925.49
2015-01-01,672.65
2015-02-01,610.75
2015-03-01,599.91
2015-04-01,458.83
2015-05-01,526.74
2015-06-01,690.12
2015-07-01,808.82
2015-08-01,752.79
2015-09-01,828.83
2015-10-01,1156.36
2015-11-01,1049.93
2015-12-01,666.56
2016-01-01,505.81
2016-02-01,586.06
2016-03-01,741.78
2016-04-01,939.49
2016-05-01,1185.88
2016-06-01,1386.59
2016-07-01,1412.58
2016-08-01,1372.11
2016-09-01,1225.33
2016-10-01,1113.11
2016-11-01,920.84
2016-12-01,527.70
2017-01-01,492.01
2017-02-01,481.93
2017-03-01,438.38
2017-04-01,439.12
2017-05-01,437.15
2017-06-01,596.63
2017-07-01,631.24
2017-08-01,561.55
2017-09-01,598.18
2017-10-01,601.35
2017-11-01,691.00
2017-12-01,676.62
2018-01-01,484.90
2018-02-01,497.92
2018-03-01,722.29
2018-04-01,867.29
2018-05-01,1130.78
2018-06-01,1176.30
2018-07-01,1169.21
2018-08-01,1225.73
2018-09-01,1301.72
2018-10-01,1484.75
2018-11-01,1205.45
2018-12-01,576.07
2019-01-01,594.57
2019-02-01,556.94
2019-03-01,569.33
2019-04-01,679.99
2019-05-01,767.38
2019-06-01,786.52
2019-07-01,938.55
2019-08-01,951.10
2019-09-01,949.89
2019-10-01,1156.58
2019-11-01,1147.34
2019-12-01,1403.05
2020-01-01,1434.19
2020-02-01,833.97
2020-04-01,1403.54
2020-05-01,1489.81
2020-06-01,1789.44
2020-07-01,2001.85
2020-08-01,2460.46
2020-09-01,2557.23
2020-10-01,2782.66
2020-11-01,3114.98
2020-12-01,1666.25
2021-01-01,856.65
2021-02-01,580.98
2021-03-01,637.93
2021-04-01,758.46
2021-05-01,851.44
2021-06-01,944.58
2021-07-01,968.96
2021-08-01,954.15
2021-09-01,832.13
2021-10-01,1126.39
2021-11-01,1430.85
2021-12-01,795.44
2022-01-01,747.00
2022-02-01,817.89
2022-03-01,848.38
2022-04-01,1013.16
2022-05-01,1255.61
2022-06-01,1425.53
2022-07-01,1734.29
2022-08-01,1566.91
2022-09-01,1555.46
2022-10-01,1786.20
2022-11-01,1599.26
2022-12-01,1288.89
2023-01-01,820.02
2023-02-01,614.74
2023-03-01,639.91
2023-04-01,860.75
2023-05-01,1052.15
2023-06-01,1184.63
2023-07-01,1398.36
2023-08-01,1276.61
2023-09-01,1194.90
2023-10-01,1203.62
2023-11-01,1170.67
2023-12-01,922.33
2024-01-01,774.42
2024-02-01,804.54
2024-03-01,1089.86
2024-04-01,1464.67
2024-05-01,1615.93
2024-06-01,1713.40
2024-07-01,2196.89
2024-08-01,2103.00
2024-09-01,2156.37
2024-10-01,2078.70
2024-11-01,2109.32
2024-12-01,2005.64
2025-01-01,1434.83
