month,value
2012-06-01,37446.40
2012-07-01,36317.61
2012-08-01,35031.26
2012-09-01,82524.00
2012-10-01,29680.30
2012-11-01,30307.90
2012-12-01,35750.64
2013-01-01,72593.10
2013-02-01,59171.84
2013-03-01,89559.35
2013-04-01,89237.81
2013-05-01,101118.15
2013-06-01,82629.64
2013-07-01,73759.85
2013-08-01,56577.48
2013-09-01,57131.50
2013-10-01,64918.75
2013-11-01,67368.15
2013-12-01,81875.95
2014-01-01,86936.95
2014-02-01,77782.81
2014-03-01,83906.55
2014-04-01,96406.20
2014-05-01,93720.30
2014-06-01,90446.80
2014-07-01,74464.54
2014-08-01,26524.23
2014-09-01,39195.91
2014-10-01,25214.94
2014-11-01,39015.71
2014-12-01,28829.35
2015-01-01,23201.54
2015-02-01,22034.70
2015-03-01,30303.69
2015-04-01,38488.12
2015-05-01,39554.02
2015-06-01,33479.89
2015-07-01,25169.87
2015-08-01,22493.96
2015-09-01,28602.26
2015-10-01,26415.25
2015-11-01,28330.85
2015-12-01,28470.04
2016-01-01,27948.42
2016-02-01,33419.25
2016-03-01,30796.99
2016-04-01,32433.78
2016-05-01,32772.43
2016-06-01,32990.21
2016-07-01,33424.28
2016-08-01,32301.15
2016-09-01,29855.64
2016-10-01,38922.94
2016-11-01,32489.10
2016-12-01,31796.25
2017-01-01,29005.92
2017-02-01,34794.09
2017-03-01,33010.63
2017-04-01,34265.31
2017-05-01,35467.53
2017-06-01,36722.84
2017-07-01,33238.37
2017-08-01,34202.60
2017-09-01,30297.46
2017-10-01,32366.09
2017-11-01,30036.25
2017-12-01,23669.89
2018-01-01,26497.55
2018-02-01,27929.43
2018-03-01,28505.13
2018-04-01,27033.84
2018-05-01,35711.61
2018-06-01,36490.28
2018-07-01,32241.48
2018-08-01,32004.46
2018-09-01,34323.18
2018-10-01,31596.54
2018-11-01,37120.62
2018-12-01,36612.30
2019-01-01,29963.17
2019-02-01,32534.08
2019-03-01,33337.81
2019-04-01,31773.10
2019-05-01,37148.86
2019-06-01,34964.42
2019-07-01,29242.11
2019-08-01,33273.72
2019-09-01,26415.70
2019-10-01,23801.42
2019-11-01,28054.79
2019-12-01,23152.65
2020-01-01,22480.15
2020-02-01,16455.20
2020-03-01,20685.78
2020-04-01,16799.24
2020-05-01,13063.79
2020-06-01,21133.68
2020-07-01,23947.84
2020-08-01,22130.24
2020-09-01,27907.38
2020-10-01,19511.40
2020-11-01,24057.51
2020-12-01,33677.28
2021-01-01,24848.16
2021-02-01,22727.87
2021-03-01,29723.94
2021-04-01,23252.35
2021-05-01,22576.05
2021-06-01,23618.59
2021-07-01,25880.33
2021-08-01,22738.47
2021-09-01,32545.56
2021-10-01,27173.47
2021-11-01,31170.51
2021-12-01,27180.86
2022-01-01,25077.97
2022-02-01,28037.27
2022-03-01,30132.50
2022-04-01,32211.70
2022-05-01,29871.31
2022-06-01,30760.91
2022-07-01,28250.27
2022-08-01,36494.52
2022-09-01,29518.32
2022-10-01,31991.38
2022-11-01,38495.49
2022-12-01,36347.79
2023-01-01,25553.29
2023-02-01,33393.31
2023-03-01,30777.91
2023-04-01,29389.85
2023-05-01,36634.02
2023-06-01,32482.57
2023-07-01,32683.17
2023-08-01,30712.78
2023-09-01,32793.49
2023-10-01,28621.13
2023-11-01,21522.59
2023-12-01,19204.89
2024-01-01,35143.75
2024-02-01,31384.82
2024-03-01,27360.76
2024-04-01,27563.49
2024-05-01,33794.64
2024-06-01,388.30
2024-07-01,54969.52
2024-08-01,66429.68
2024-09-01,57872.68
2024-10-01,36675.79
2024-11-01,32556.52
2024-12-01,38307.69
2025-01-01,10766.33
